date,rider_id,trip_id,city_id,status
2019-06-01,3245,74,6,completed
2019-06-01,1931,75,1,completed
2019-06-01,1970,76,7,completed
2019-06-01,4903,77,10,completed
2019-06-01,4041,78,7,completed
2019-06-01,139,79,8,completed
2019-06-01,2017,80,11,completed
2019-06-01,3947,81,1,completed
2019-06-01,3207,82,13,completed
2019-06-01,3899,83,4,completed
2019-06-01,1391,84,6,completed
2019-06-01,4248,85,12,completed
2019-06-01,942,86,8,completed
2019-06-01,216,87,11,completed
2019-06-01,1233,88,5,completed
2019-06-01,2656,89,13,completed
2019-06-01,3863,90,4,completed
2019-06-01,5661,91,7,completed
2019-06-01,3209,92,13,completed
2019-06-01,3755,93,9,completed
2019-06-01,2115,94,7,completed
2019-06-01,2259,95,7,completed
2019-06-01,3244,96,6,completed
2019-06-01,744,97,1,completed
2019-06-01,583,98,9,completed
2019-06-01,2878,99,6,completed
2019-06-01,673,100,1,completed
2019-06-01,4724,101,4,completed
2019-06-01,3933,102,1,completed
2019-06-01,3957,103,11,completed
2019-06-01,1649,104,13,completed
2019-06-01,3510,105,9,completed
2019-06-01,214,106,11,completed
2019-06-01,4758,107,6,completed
2019-06-01,3075,108,4,completed
2019-06-01,1829,109,4,completed
2019-06-01,3699,110,2,completed
2019-06-01,5522,111,12,completed
2019-06-01,2228,112,1,completed
2019-06-01,1232,113,5,completed
2019-06-01,4751,114,11,completed
2019-06-01,436,115,13,completed
2019-06-01,5230,116,13,completed
2019-06-01,5198,117,1,completed
2019-06-01,2638,118,12,completed
2019-06-01,3740,119,3,completed
2019-06-01,518,120,10,completed
2019-06-01,3508,121,9,completed
2019-06-01,1234,122,5,completed
2019-06-01,5037,123,11,completed
2019-06-01,440,124,12,completed
2019-06-01,601,125,9,completed
2019-06-01,3699,126,2,completed
2019-06-01,745,127,11,completed
2019-06-01,4248,128,12,completed
2019-06-01,1939,129,1,completed
2019-06-01,5263,130,4,completed
2019-06-01,1232,131,5,completed
2019-06-01,4986,132,1,completed
2019-06-01,3762,133,9,completed
2019-06-01,4380,134,4,completed
2019-06-01,4021,135,7,completed
2019-06-01,3425,136,6,completed
2019-06-01,3419,137,6,completed
2019-06-01,607,138,6,completed
2019-06-01,4666,139,1,completed
2019-06-01,5253,140,6,completed
2019-06-01,4097,141,5,completed
2019-06-01,4098,142,5,completed
2019-06-01,3209,143,13,completed
2019-06-01,2656,144,13,completed
2019-06-01,3011,145,13,completed
2019-06-01,1929,146,13,completed
2019-06-01,1015,147,6,completed
2019-06-01,175,148,3,completed
2019-06-01,3678,149,13,completed
2019-06-01,4770,150,6,completed
2019-06-01,4866,151,13,completed
2019-06-01,1741,152,3,completed
2019-06-01,673,153,1,completed
2019-06-01,2753,154,6,completed
2019-06-01,737,155,7,completed
2019-06-01,519,156,10,completed
2019-06-01,3698,157,2,completed
2019-06-01,1232,158,5,completed
2019-06-01,3697,159,2,completed
2019-06-01,1473,160,1,completed
2019-06-01,5472,161,13,completed
2019-06-01,3268,162,1,completed
2019-06-01,1560,163,9,completed
2019-06-01,4461,164,11,completed
2019-06-01,433,165,11,completed
2019-06-01,5217,166,4,completed
2019-06-01,3246,167,6,completed
2019-06-01,5257,168,13,completed
2019-06-01,5341,169,6,completed
2019-06-01,4994,170,9,completed
2019-06-01,105,171,11,completed
2019-06-01,5019,172,12,completed
2019-06-01,1075,173,2,completed
2019-06-01,1163,174,13,completed
2019-06-01,3585,175,6,completed
2019-06-01,3850,176,8,completed
2019-06-01,3509,177,9,completed
2019-06-01,2114,178,3,completed
2019-06-01,2598,179,11,completed
2019-06-01,2665,180,3,completed
2019-06-01,4141,181,1,completed
2019-06-01,5354,182,4,completed
2019-06-01,4214,183,4,completed
2019-06-01,1829,184,4,completed
2019-06-01,1971,185,7,completed
2019-06-01,1225,186,4,completed
2019-06-01,148,187,13,completed
2019-06-01,2533,188,13,completed
2019-06-01,4179,189,5,completed
2019-06-01,399,190,4,completed
2019-06-01,2377,191,11,completed
2019-06-01,3177,192,4,completed
2019-06-01,4054,193,11,completed
2019-06-01,1855,194,13,completed
2019-06-01,2115,195,7,completed
2019-06-01,2489,196,5,completed
2019-06-01,3510,197,9,completed
2019-06-01,3012,198,13,completed
2019-06-01,4070,199,9,completed
2019-06-01,864,200,6,completed
2019-06-01,5341,201,4,completed
2019-06-01,3086,202,4,completed
2019-06-01,5162,203,8,completed
2019-06-01,2833,204,2,completed
2019-06-01,1232,205,5,completed
2019-06-01,1038,206,3,completed
2019-06-01,5018,207,4,completed
2019-06-01,5101,208,1,completed
2019-06-01,2387,209,8,completed
2019-06-01,141,210,11,completed
2019-06-01,1015,211,6,completed
2019-06-01,196,212,8,completed
2019-06-01,2248,213,2,completed
2019-06-01,273,214,1,completed
2019-06-01,148,215,13,completed
2019-06-01,2169,216,13,completed
2019-06-01,2790,217,12,completed
2019-06-01,5307,218,3,completed
2019-06-01,3415,219,3,completed
2019-06-01,1234,220,5,completed
2019-06-01,1234,221,5,completed
2019-06-01,5290,222,13,completed
2019-06-01,4231,223,4,completed
2019-06-01,2448,224,7,completed
2019-06-01,7,225,4,completed
2019-06-01,2017,226,11,completed
2019-06-01,2485,227,3,completed
2019-06-01,4485,228,5,completed
2019-06-01,3418,229,6,completed
2019-06-01,4859,230,9,completed
2019-06-01,8,231,4,completed
2019-06-01,3750,232,4,completed
2019-06-01,5228,233,13,completed
2019-06-01,2447,234,7,completed
2019-06-01,5172,235,4,completed
2019-06-01,968,236,7,completed
2019-06-01,4022,237,11,completed
2019-06-01,2492,238,2,completed
2019-06-01,2081,239,12,completed
2019-06-01,106,240,13,completed
2019-06-01,576,241,5,completed
2019-06-01,3799,242,4,completed
2019-06-01,5074,243,9,completed
2019-06-01,3177,244,4,completed
2019-06-01,273,245,1,completed
2019-06-01,3659,246,8,completed
2019-06-01,672,247,1,completed
2019-06-01,4873,248,10,completed
2019-06-01,5255,249,13,completed
2019-06-01,4113,250,4,completed
2019-06-01,940,251,8,completed
2019-06-01,2260,252,7,completed
2019-06-01,2386,253,8,completed
2019-06-01,1503,254,9,completed
2019-06-01,3258,255,1,completed
2019-06-01,1069,256,13,completed
2019-06-01,640,257,1,completed
2019-06-01,3216,258,8,completed
2019-06-01,2066,259,6,completed
2019-06-01,5074,260,9,completed
2019-06-01,4956,261,8,completed
2019-06-01,1641,262,5,completed
2019-06-01,4668,263,1,completed
2019-06-01,2201,264,1,completed
2019-06-01,3092,265,4,completed
2019-06-01,3779,266,8,completed
2019-06-01,190,267,1,completed
2019-06-01,399,268,1,completed
2019-06-01,4096,269,5,completed
2019-06-01,3056,270,8,completed
2019-06-01,940,271,8,completed
2019-06-01,3418,272,6,completed
2019-06-01,4946,273,8,completed
2019-06-01,456,274,5,completed
2019-06-01,574,275,5,completed
2019-06-01,3074,276,13,completed
2019-06-01,3667,277,4,completed
2019-06-01,4096,278,5,completed
2019-06-01,65,279,10,completed
2019-06-01,901,280,13,completed
2019-06-01,4231,281,4,completed
2019-06-01,3917,282,4,completed
2019-06-01,4041,283,3,completed
2019-06-01,962,284,6,completed
2019-06-01,792,285,13,completed
2019-06-01,4069,286,9,completed
2019-06-01,3669,287,4,completed
2019-06-01,3047,288,4,completed
2019-06-01,443,289,1,completed
2019-06-01,1730,290,5,completed
2019-06-01,3125,291,6,completed
2019-06-01,1830,292,4,completed
2019-06-01,2735,293,6,completed
2019-06-01,4063,294,7,completed
2019-06-01,1391,295,6,completed
2019-06-01,297,296,2,completed
2019-06-01,4440,297,1,completed
2019-06-01,559,298,7,completed
2019-06-01,983,299,13,completed
2019-06-01,4881,300,6,completed
2019-06-01,5422,301,11,completed
2019-06-01,2550,302,4,completed
2019-06-02,4454,303,8,completed
2019-06-02,2969,304,9,completed
2019-06-02,1730,305,5,completed
2019-06-02,704,306,4,completed
2019-06-02,3740,307,3,completed
2019-06-02,5026,308,6,completed
2019-06-02,1931,309,6,completed
2019-06-02,1829,310,4,completed
2019-06-02,519,311,10,completed
2019-06-02,515,312,3,completed
2019-06-02,3268,313,1,completed
2019-06-02,4890,314,2,completed
2019-06-02,2548,315,8,completed
2019-06-02,3032,316,2,completed
2019-06-02,3138,317,4,completed
2019-06-02,2066,318,6,completed
2019-06-02,4985,319,1,completed
2019-06-02,1427,320,6,completed
2019-06-02,1233,321,5,completed
2019-06-02,3244,322,6,completed
2019-06-02,4187,323,2,completed
2019-06-02,2102,324,7,completed
2019-06-02,642,325,13,completed
2019-06-02,1597,326,5,completed
2019-06-02,4352,327,2,completed
2019-06-02,1781,328,7,completed
2019-06-02,583,329,1,completed
2019-06-02,1126,330,9,completed
2019-06-02,399,331,4,completed
2019-06-02,4800,332,13,completed
2019-06-02,5605,333,9,completed
2019-06-02,3855,334,13,completed
2019-06-02,4351,335,2,completed
2019-06-02,2311,336,3,completed
2019-06-02,5066,337,3,completed
2019-06-02,5085,338,5,completed
2019-06-02,1207,339,6,completed
2019-06-02,1942,340,2,completed
2019-06-02,3772,341,13,completed
2019-06-02,422,342,13,completed
2019-06-02,2309,343,3,completed
2019-06-02,402,344,1,completed
2019-06-02,3445,345,11,completed
2019-06-02,3801,346,4,completed
2019-06-02,3494,347,7,completed
2019-06-02,776,348,1,completed
2019-06-02,5172,349,4,completed
2019-06-02,4599,350,11,completed
2019-06-02,2035,351,1,completed
2019-06-02,4154,352,13,completed
2019-06-02,4054,353,13,completed
2019-06-02,4316,354,13,completed
2019-06-02,3426,355,6,completed
2019-06-02,826,356,5,completed
2019-06-02,2859,357,1,completed
2019-06-02,3244,358,6,completed
2019-06-02,2671,359,13,completed
2019-06-02,4258,360,2,completed
2019-06-02,3209,361,13,completed
2019-06-02,149,362,13,completed
2019-06-02,5044,363,7,completed
2019-06-02,1224,364,4,completed
2019-06-02,4316,365,13,completed
2019-06-02,106,366,13,completed
2019-06-02,3890,367,5,completed
2019-06-02,5036,368,11,completed
2019-06-02,895,369,6,completed
2019-06-02,1233,370,5,completed
2019-06-02,5667,371,9,completed
2019-06-02,4947,372,8,completed
2019-06-02,4332,373,9,completed
2019-06-02,2490,374,2,completed
2019-06-02,1443,375,9,completed
2019-06-02,1697,376,13,completed
2019-06-02,4941,377,8,completed
2019-06-02,2578,378,11,completed
2019-06-02,623,379,10,completed
2019-06-02,1015,380,6,completed
2019-06-02,5452,381,5,completed
2019-06-02,517,382,3,completed
2019-06-02,4763,383,3,completed
2019-06-02,5074,384,9,completed
2019-06-02,440,385,4,completed
2019-06-02,641,386,13,completed
2019-06-02,2615,387,8,completed
2019-06-02,365,388,1,completed
2019-06-02,402,389,1,completed
2019-06-02,3810,390,2,completed
2019-06-02,5143,391,4,completed
2019-06-02,1232,392,5,completed
2019-06-02,2670,393,13,completed
2019-06-02,2082,394,12,completed
2019-06-02,3425,395,13,completed
2019-06-02,1597,396,5,completed
2019-06-02,6,397,4,completed
2019-06-02,3897,398,6,completed
2019-06-02,3968,399,9,completed
2019-06-02,3597,400,10,completed
2019-06-02,3134,401,3,completed
2019-06-02,1502,402,9,completed
2019-06-02,5264,403,4,completed
2019-06-02,1596,404,5,completed
2019-06-02,150,405,13,completed
2019-06-02,472,406,9,completed
2019-06-02,3812,407,2,completed
2019-06-02,1234,408,5,completed
2019-06-02,2305,409,3,completed
2019-06-02,1850,410,3,completed
2019-06-02,173,411,8,completed
2019-06-02,3244,412,6,completed
2019-06-02,236,413,7,completed
2019-06-02,585,414,6,completed
2019-06-02,2102,415,7,completed
2019-06-02,1206,416,6,completed
2019-06-02,3447,417,11,completed
2019-06-02,2293,418,7,completed
2019-06-02,3024,419,12,completed
2019-06-02,718,420,4,completed
2019-06-02,497,421,12,completed
2019-06-02,2339,422,13,completed
2019-06-02,1015,423,6,completed
2019-06-02,4257,424,2,completed
2019-06-02,624,425,10,completed
2019-06-02,1110,426,9,completed
2019-06-02,775,427,1,completed
2019-06-02,1234,428,5,completed
2019-06-02,1207,429,6,completed
2019-06-02,2789,430,12,completed
2019-06-02,2328,431,2,completed
2019-06-02,805,432,11,completed
2019-06-02,4613,433,7,completed
2019-06-02,2335,434,6,completed
2019-06-02,787,435,7,completed
2019-06-02,5172,436,4,completed
2019-06-02,4274,437,13,completed
2019-06-02,1232,438,5,completed
2019-06-02,2388,439,1,completed
2019-06-02,1764,440,6,completed
2019-06-02,5542,441,2,completed
2019-06-02,4097,442,5,completed
2019-06-02,2569,443,12,completed
2019-06-02,4889,444,2,completed
2019-06-02,5190,445,8,completed
2019-06-02,2563,446,13,completed
2019-06-02,1233,447,5,completed
2019-06-02,962,448,6,completed
2019-06-02,4874,449,10,completed
2019-06-02,1225,450,4,completed
2019-06-02,3165,451,11,completed
2019-06-02,1504,452,9,completed
2019-06-02,1877,453,7,completed
2019-06-02,3959,454,3,completed
2019-06-02,1208,455,6,completed
2019-06-02,1111,456,9,completed
2019-06-02,4758,457,6,completed
2019-06-02,5451,458,5,completed
2019-06-02,5019,459,12,completed
2019-06-02,4921,460,11,completed
2019-06-02,3398,461,8,completed
2019-06-02,5040,462,8,completed
2019-06-02,2822,463,13,completed
2019-06-02,1487,464,4,completed
2019-06-02,593,465,1,completed
2019-06-02,76,466,2,completed
2019-06-02,4402,467,13,completed
2019-06-02,2448,468,7,completed
2019-06-02,3754,469,10,completed
2019-06-02,3771,470,13,completed
2019-06-02,1392,471,6,completed
2019-06-02,458,472,5,completed
2019-06-02,2970,473,12,completed
2019-06-02,3762,474,9,completed
2019-06-02,3798,475,11,completed
2019-06-02,5044,476,7,completed
2019-06-02,3537,477,4,completed
2019-06-02,5497,478,11,completed
2019-06-02,913,479,13,completed
2019-06-02,5424,480,11,completed
2019-06-02,643,481,13,completed
2019-06-02,5301,482,11,completed
2019-06-02,4443,483,9,completed
2019-06-02,2068,484,6,completed
2019-06-02,2313,485,4,completed
2019-06-02,3127,486,1,completed
2019-06-02,5617,487,10,completed
2019-06-02,2114,488,7,completed
2019-06-02,1206,489,6,completed
2019-06-02,5667,490,9,completed
2019-06-02,1709,491,8,completed
2019-06-02,297,492,2,completed
2019-06-02,1093,493,13,completed
2019-06-02,2078,494,6,completed
2019-06-02,2167,495,13,completed
2019-06-02,1876,496,7,completed
2019-06-02,5496,497,11,completed
2019-06-02,1913,498,5,completed
2019-06-02,1909,499,13,completed
2019-06-02,505,500,6,completed
2019-06-02,1808,501,1,completed
2019-06-02,3679,502,13,completed
2019-06-02,3420,503,13,completed
2019-06-02,2508,504,1,completed
2019-06-02,6,505,4,completed
2019-06-02,843,506,2,completed
2019-06-02,3207,507,13,completed
2019-06-02,1200,508,9,completed
2019-06-02,736,509,7,completed
2019-06-02,889,510,13,completed
2019-06-02,547,511,13,completed
2019-06-02,3857,512,13,completed
2019-06-02,1485,513,4,completed
2019-06-02,383,514,1,completed
2019-06-02,621,515,8,completed
2019-06-02,1605,516,10,completed
2019-06-02,5259,517,9,completed
2019-06-02,3872,518,8,completed
2019-06-02,518,519,10,completed
2019-06-02,2958,520,10,completed
2019-06-02,1503,521,9,completed
2019-06-02,2834,522,2,completed
2019-06-02,4454,523,8,completed
2019-06-02,5523,524,12,completed
2019-06-02,172,525,8,completed
2019-06-02,5423,526,11,completed
2019-06-02,436,527,13,completed
2019-06-02,2579,528,11,completed
2019-06-02,4921,529,11,completed
2019-06-02,3872,530,7,completed
2019-06-02,5596,531,5,completed
2019-06-02,1190,532,6,completed
2019-06-02,4762,533,3,completed
2019-06-02,4084,534,4,completed
2019-06-02,3494,535,7,completed
2019-06-02,5459,536,2,completed
2019-06-02,1390,537,4,completed
2019-06-02,5667,538,9,completed
2019-06-02,3207,539,13,completed
2019-06-02,3398,540,2,completed
2019-06-02,3204,541,6,completed
2019-06-02,1207,542,6,completed
2019-06-02,788,543,7,completed
2019-06-02,2043,544,13,completed
2019-06-02,4098,545,5,completed
2019-06-02,1609,546,8,completed
2019-06-02,2447,547,7,completed
2019-06-02,836,548,1,completed
2019-06-02,326,549,2,completed
2019-06-02,473,550,9,completed
2019-06-02,1112,551,9,completed
2019-06-02,3596,552,10,completed
2019-06-02,7,553,4,completed
2019-06-02,5324,554,9,completed
2019-06-02,2990,555,1,completed
2019-06-02,422,556,8,completed
2019-06-02,4669,557,6,completed
2019-06-02,2472,558,4,completed
2019-06-02,4758,559,6,completed
2019-06-02,2336,560,6,completed
2019-06-02,2822,561,12,completed
2019-06-02,2879,562,6,completed
2019-06-02,2199,563,10,completed
2019-06-02,2216,564,9,completed
2019-06-02,802,565,1,completed
2019-06-02,4157,566,1,completed
2019-06-02,705,567,4,completed
2019-06-02,2020,568,2,completed
2019-06-02,3343,569,8,completed
2019-06-02,4389,570,13,completed
2019-06-02,4192,571,2,completed
2019-06-02,2446,572,7,completed
2019-06-02,1473,573,1,completed
2019-06-02,3679,574,13,completed
2019-06-02,5595,575,5,completed
2019-06-02,5390,576,5,completed
2019-06-02,297,577,2,completed
2019-06-02,1068,578,13,completed
2019-06-02,3496,579,13,completed
2019-06-02,4445,580,1,completed
2019-06-02,1058,581,4,completed
2019-06-02,297,582,2,completed
2019-06-02,1668,583,9,completed
2019-06-02,1201,584,11,completed
2019-06-02,3128,585,1,completed
2019-06-02,1482,586,9,completed
2019-06-02,295,587,2,completed
2019-06-02,5544,588,2,completed
2019-06-02,5025,589,6,completed
2019-06-02,5496,590,11,completed
2019-06-02,3917,591,4,completed
2019-06-02,4157,592,2,completed
2019-06-02,605,593,9,completed
2019-06-02,3941,594,4,completed
2019-06-02,1502,595,9,completed
2019-06-02,786,596,7,completed
2019-06-02,5229,597,13,completed
2019-06-02,3178,598,4,completed
2019-06-02,2470,599,4,completed
2019-06-03,5356,600,4,completed
2019-06-03,1701,601,8,completed
2019-06-03,3545,602,5,completed
2019-06-03,1465,603,12,completed
2019-06-03,2328,604,2,completed
2019-06-03,5452,605,5,completed
2019-06-03,4295,606,1,completed
2019-06-03,672,607,1,completed
2019-06-03,2114,608,7,completed
2019-06-03,4230,609,11,completed
2019-06-03,2596,610,11,completed
2019-06-03,2168,611,13,completed
2019-06-03,5622,612,4,completed
2019-06-03,516,613,3,completed
2019-06-03,824,614,5,completed
2019-06-03,3543,615,5,completed
2019-06-03,1728,616,11,completed
2019-06-03,4821,617,1,completed
2019-06-03,2216,618,8,completed
2019-06-03,2154,619,10,completed
2019-06-03,5230,620,13,completed
2019-06-03,5324,621,10,completed
2019-06-03,4042,622,11,completed
2019-06-03,5257,623,13,completed
2019-06-03,5121,624,11,completed
2019-06-03,5355,625,4,completed
2019-06-03,359,626,6,completed
2019-06-03,2783,627,6,completed
2019-06-03,1709,628,8,completed
2019-06-03,4352,629,2,completed
2019-06-03,1809,630,13,completed
2019-06-03,1972,631,7,completed
2019-06-03,4156,632,1,completed
2019-06-03,2778,633,2,completed
2019-06-03,2816,634,8,completed
2019-06-03,2447,635,7,completed
2019-06-03,2776,636,2,completed
2019-06-03,214,637,11,completed
2019-06-03,1234,638,5,completed
2019-06-03,1929,639,13,completed
2019-06-03,1207,640,6,completed
2019-06-03,4152,641,13,completed
2019-06-03,5667,642,9,completed
2019-06-03,947,643,6,completed
2019-06-03,5257,644,13,completed
2019-06-03,4554,645,1,completed
2019-06-03,518,646,10,completed
2019-06-03,4763,647,9,completed
2019-06-03,2533,648,13,completed
2019-06-03,3372,649,3,completed
2019-06-03,3379,650,7,completed
2019-06-03,2783,651,6,completed
2019-06-03,3697,652,2,completed
2019-06-03,1653,653,12,completed
2019-06-03,328,654,12,completed
2019-06-03,4773,655,12,completed
2019-06-03,806,656,11,completed
2019-06-03,518,657,10,completed
2019-06-03,2259,658,7,completed
2019-06-03,3224,659,13,completed
2019-06-03,5623,660,4,completed
2019-06-03,4802,661,1,completed
2019-06-03,2863,662,2,completed
2019-06-03,4296,663,1,completed
2019-06-03,4131,664,4,completed
2019-06-03,5495,665,11,completed
2019-06-03,4614,666,4,completed
2019-06-03,5350,667,13,completed
2019-06-03,175,668,3,completed
2019-06-03,3077,669,13,completed
2019-06-03,2487,670,3,completed
2019-06-03,780,671,6,completed
2019-06-03,3436,672,1,completed
2019-06-03,5215,673,4,completed
2019-06-03,3209,674,13,completed
2019-06-03,4388,675,13,completed
2019-06-03,3848,676,8,completed
2019-06-03,901,677,13,completed
2019-06-03,3202,678,6,completed
2019-06-03,4265,679,4,completed
2019-06-03,1809,680,13,completed
2019-06-03,3848,681,8,completed
2019-06-03,4015,682,1,completed
2019-06-03,49,683,6,completed
2019-06-03,4333,684,9,completed
2019-06-03,4667,685,6,completed
2019-06-03,115,686,12,completed
2019-06-03,4600,687,7,completed
2019-06-03,114,688,12,completed
2019-06-03,176,689,3,completed
2019-06-03,1779,690,11,completed
2019-06-03,1392,691,4,completed
2019-06-03,3379,692,7,completed
2019-06-03,4993,693,9,completed
2019-06-03,4271,694,13,completed
2019-06-03,472,695,9,completed
2019-06-03,238,696,7,completed
2019-06-03,4801,697,1,completed
2019-06-03,2112,698,3,completed
2019-06-03,4060,699,2,completed
2019-06-03,3333,700,7,completed
2019-06-03,5542,701,2,completed
2019-06-03,4143,702,1,completed
2019-06-03,4880,703,6,completed
2019-06-03,4069,704,9,completed
2019-06-03,4472,705,13,completed
2019-06-03,2776,706,2,completed
2019-06-03,4096,707,5,completed
2019-06-03,3545,708,5,completed
2019-06-03,3366,709,1,completed
2019-06-03,5091,710,11,completed
2019-06-03,1232,711,5,completed
2019-06-03,241,712,4,completed
2019-06-03,5229,713,13,completed
2019-06-03,2200,714,1,completed
2019-06-03,1929,715,13,completed
2019-06-03,2812,716,9,completed
2019-06-03,2400,717,5,completed
2019-06-03,2816,718,8,completed
2019-06-03,3773,719,13,completed
2019-06-03,5422,720,11,completed
2019-06-03,243,721,4,completed
2019-06-03,2991,722,1,completed
2019-06-03,5092,723,11,completed
2019-06-03,2598,724,11,completed
2019-06-03,5496,725,11,completed
2019-06-03,519,726,10,completed
2019-06-03,2833,727,2,completed
2019-06-03,3380,728,7,completed
2019-06-03,3810,729,2,completed
2019-06-03,3545,730,5,completed
2019-06-03,3659,731,8,completed
2019-06-03,443,732,1,completed
2019-06-03,5397,733,13,completed
2019-06-03,215,734,11,completed
2019-06-03,2031,735,1,completed
2019-06-03,3801,736,4,completed
2019-06-03,3292,737,10,completed
2019-06-03,3850,738,8,completed
2019-06-03,4751,739,11,completed
2019-06-03,2218,740,8,completed
2019-06-03,436,741,13,completed
2019-06-03,4442,742,9,completed
2019-06-03,1392,743,4,completed
2019-06-03,2276,744,8,completed
2019-06-03,5667,745,9,completed
2019-06-03,4388,746,13,completed
2019-06-03,3109,747,11,completed
2019-06-03,1224,748,4,completed
2019-06-03,3631,749,11,completed
2019-06-03,4351,750,2,completed
2019-06-03,2295,751,7,completed
2019-06-03,4097,752,5,completed
2019-06-03,3616,753,8,completed
2019-06-03,2081,754,12,completed
2019-06-03,2258,755,2,completed
2019-06-03,746,756,13,completed
2019-06-03,963,757,6,completed
2019-06-03,1914,758,5,completed
2019-06-03,5121,759,11,completed
2019-06-03,518,760,10,completed
2019-06-03,1623,761,9,completed
2019-06-03,1809,762,13,completed
2019-06-03,3680,763,13,completed
2019-06-03,2777,764,2,completed
2019-06-03,2533,765,13,completed
2019-06-03,4614,766,7,completed
2019-06-03,1456,767,9,completed
2019-06-03,1503,768,9,completed
2019-06-03,712,769,8,completed
2019-06-03,5665,770,9,completed
2019-06-03,4553,771,1,completed
2019-06-03,973,772,11,completed
2019-06-03,3979,773,11,completed
2019-06-03,1057,774,6,completed
2019-06-03,2250,775,11,completed
2019-06-03,2598,776,11,completed
2019-06-03,4909,777,6,completed
2019-06-03,2998,778,6,completed
2019-06-03,4889,779,2,completed
2019-06-03,3560,780,8,completed
2019-06-03,1503,781,9,completed
2019-06-03,4523,782,2,completed
2019-06-03,141,783,11,completed
2019-06-03,2250,784,11,completed
2019-06-03,1147,785,1,completed
2019-06-03,3291,786,10,completed
2019-06-03,1233,787,5,completed
2019-06-03,2833,788,2,completed
2019-06-03,2404,789,13,completed
2019-06-03,4332,790,9,completed
2019-06-03,3755,791,10,completed
2019-06-03,3345,792,5,completed
2019-06-03,473,793,9,completed
2019-06-03,4772,794,12,completed
2019-06-03,473,795,9,completed
2019-06-03,5621,796,4,completed
2019-06-03,2969,797,9,completed
2019-06-03,2116,798,7,completed
2019-06-03,1640,799,5,completed
2019-06-03,2805,800,6,completed
2019-06-03,4083,801,5,completed
2019-06-03,3940,802,4,completed
2019-06-03,4667,803,6,completed
2019-06-03,1234,804,5,completed
2019-06-03,216,805,11,completed
2019-06-03,2805,806,2,completed
2019-06-03,4669,807,6,completed
2019-06-03,5133,808,11,completed
2019-06-03,3244,809,6,completed
2019-06-03,3003,810,7,completed
2019-06-03,5044,811,7,completed
2019-06-03,5424,812,11,completed
2019-06-03,2114,813,7,completed
2019-06-03,4525,814,2,completed
2019-06-03,5134,815,11,completed
2019-06-03,967,816,12,completed
2019-06-03,319,817,13,completed
2019-06-03,1476,818,4,completed
2019-06-03,349,819,8,completed
2019-06-03,5325,820,10,completed
2019-06-03,297,821,2,completed
2019-06-03,3464,822,8,completed
2019-06-03,4761,823,10,completed
2019-06-03,3257,824,2,completed
2019-06-03,2403,825,13,completed
2019-06-03,2158,826,13,completed
2019-06-03,4490,827,7,completed
2019-06-03,280,828,6,completed
2019-06-03,3522,829,9,completed
2019-06-03,5091,830,11,completed
2019-06-03,2602,831,6,completed
